"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal)_1 []"
0.915,0,21,7.98753968945104
0.915,0,22,7.87655547019456
0.915,0,23,7.87191421205598
0.915,0,24,7.86963413201324
0.915,0,25,7.79425169577235
0.915,0,26,7.60376739860031
0.915,0,27,7.3443220187152
0.915,0,28,7.20646493489301
0.915,0,29,7.37735322063166
0.915,0,30,7.72345994817143
0.915,0,31,7.87414526682929
0.915,0,32,7.55994863932549
0.915,0,33,6.69111434053169
0.915,0,34,5.41267285819962
0.915,0,35,4.44685810876064
0.915,0,36,4.48536207316109
0.915,0,37,4.63585934530427
0.915,0,38,3.8094949654129
0.915,0,39,1.86156613071683
0.915,0,40,-0.281733243262663
0.915,0,41,-0.952026627120774
0.915,0,42,-0.0354931943566011
0.915,0,43,0.901829878005325
0.915,0,44,0.953452157344716
0.915,0,45,0.536006352975269
0.915,0,46,0.588287367067507
0.915,0,47,1.34105441542742
0.915,0,48,2.61939183132261
0.915,0,49,3.59687232152663
0.915,0,50,3.46510424535719
0.915,0,51,2.58073492907726
0.915,0,52,2.37690376451201
0.915,0,53,2.88091355144902
0.915,0,54,2.98956455181225
0.915,0,55,2.29384388295115
0.915,0,56,0.75326244492486
0.915,0,57,-0.449321785928833
0.915,0,58,0.0721121871700769
0.915,0,59,0.245508116340774
0.915,0,60,-0.980871459636203
0.915,0,61,-2.06471361231107
0.915,0,62,-1.82650691764451
0.915,0,63,-1.74747902133198
0.915,0,64,-2.54486034613725
0.915,0,65,-4.43102148453041
0.915,0,66,-6.65628886754989
0.915,0,67,-6.58209243490866
0.915,0,68,-6.27307098945111
0.915,0,69,-7.66186612714424
0.915,0,70,-8.91978174919577
0.915,0,71,-8.82787138752117
0.915,0,72,-9.32805458273227
0.915,0,73,-10.3107391843474
0.915,0,74,-11.4023767308534
0.915,0,75,-12.6007033600585
0.915,0,76,-11.7406840375992
0.915,0,77,-10.451883880595
0.915,0,78,-10.4719880659583
0.915,0,79,-10.9824751450825
0.915,0,80,-11.6489945543175
0.915,0,81,-12.6554716163577
0.915,0,82,-12.7320143448989
0.915,0,83,-12.430037745226
0.915,0,84,-13.0215244961845
0.915,0,85,-13.0065305640028
0.915,0,86,-12.0145833118722
0.915,0,87,-11.8147085048689
0.915,0,88,-11.8862979368614
0.915,0,89,-11.4142455671886
0.915,0,90,-11.7786537677873
0.915,0,91,-13.5942292955484
0.915,0,92,-14.4716735297495
0.915,0,93,-13.2392461878454
0.915,0,94,-12.6661048043497
0.915,0,95,-13.1821554309065
0.915,0,96,-13.8782933303684
0.915,0,97,-13.951853180212
0.915,0,98,-13.8166260205524
0.915,0,99,-14.3109510066607
0.915,0,100,-15.2883605619531
0.915,0,101,-15.677911890171
0.915,0,102,-15.6038997563595
0.915,0,103,-15.7228664625319
0.915,0,104,-15.4664715197468
0.915,0,105,-15.0836938574434
0.915,0,106,-15.8285944970024
0.915,0,107,-17.4484762927171
0.915,0,108,-18.4536127893024
0.915,0,109,-19.0201720432794
0.915,0,110,-18.5168397617488
0.915,0,111,-16.1511100680805
0.915,0,112,-14.1978117071995
0.915,0,113,-14.6612851973054
0.915,0,114,-16.6258361139203
0.915,0,115,-15.1300114789972
0.915,0,116,-13.053596462677
0.915,0,117,-12.4198601079899
0.915,0,118,-13.0735705428056
0.915,0,119,-15.2898026591207
0.915,0,120,-15.7875824828337
0.915,0,121,-12.5945900356121
0.915,0,122,-11.2694398088787
0.915,0,123,-11.9943925631098
0.915,0,124,-12.6704291922443
0.915,0,125,-12.2915140857939
0.915,0,126,-12.7730729486729
0.915,0,127,-13.5668310649378
0.915,0,128,-12.3213175592835
0.915,0,129,-11.0677987962894
0.915,0,130,-11.2413781752359
0.915,0,131,-13.1601248787452
0.915,0,132,-17.0206973547609
0.915,0,133,-16.5687836092361
0.915,0,134,-13.1751855472284
0.915,0,135,-12.6252900605125
0.915,0,136,-14.6934671344506
0.915,0,137,-17.7515359955179
0.915,0,138,-17.6714276188695
0.915,0,139,-15.9140852352322
0.915,0,140,-14.6029849952566
0.915,0,141,-13.5571852287714
0.915,0,142,-13.1099983590679
0.915,0,143,-12.9874215023753
0.915,0,144,-11.3252417604889
0.915,0,145,-9.27100127052224
0.915,0,146,-8.87646111165829
0.915,0,147,-10.2863620038008
0.915,0,148,-11.0730456468419
0.915,0,149,-9.63252142770129
0.915,0,150,-9.28068861797028
0.915,0,151,-11.2546143483246
0.915,0,152,-13.2010000936756
0.915,0,153,-11.7303886661819
0.915,0,154,-11.4069365303465
0.915,0,155,-13.1484730567577
0.915,0,156,-13.7686637283761
0.915,0,157,-12.8464247487289
0.915,0,158,-13.761828646567
0.915,0,159,-17.3516879338613
0.915,0,160,-17.3189776133249
0.915,0,161,-13.459018203319
0.915,0,162,-12.1570519051376
0.915,0,163,-12.5756058086567
0.915,0,164,-12.2040721488787
0.915,0,165,-10.1201470295639
0.915,0,166,-8.12760967677382
0.915,0,167,-6.88294649065529
0.915,0,168,-6.38015147248793
0.915,0,169,-6.68106820474692
0.915,0,170,-7.91706304521354
0.915,0,171,-10.0820089036033
0.915,0,172,-12.9222184334141
0.915,0,173,-15.9023847237372
0.915,0,174,-17.7471202402226
0.915,0,175,-17.2679270024996
0.915,0,176,-15.7164912081305
0.915,0,177,-14.471576526319
0.915,0,178,-14.087340072564
0.915,0,179,-14.453558506966
0.915,0,180,-14.4685058257719
