"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal)_1 []"
0.915,0,-120,-16.4806123699288
0.915,0,-119,-14.6447583728504
0.915,0,-118,-13.4939703823183
0.915,0,-117,-13.1633925920509
0.915,0,-116,-14.7121397023585
0.915,0,-115,-18.6811958588958
0.915,0,-114,-19.4920389358668
0.915,0,-113,-17.0777139898908
0.915,0,-112,-17.9075813393284
0.915,0,-111,-22.776942052931
0.915,0,-110,-22.2389373477091
0.915,0,-109,-18.071769612244
0.915,0,-108,-16.1535292177133
0.915,0,-107,-15.6950276738344
0.915,0,-106,-17.5557525471128
0.915,0,-105,-19.1736948109578
0.915,0,-104,-15.8907321142733
0.915,0,-103,-14.5723433393227
0.915,0,-102,-16.3709463605892
0.915,0,-101,-18.2202369014159
0.915,0,-100,-16.4262889572315
0.915,0,-99,-15.5592044387953
0.915,0,-98,-14.9287267917715
0.915,0,-97,-13.4118131899532
0.915,0,-96,-13.0914738967823
0.915,0,-95,-15.1333427871562
0.915,0,-94,-19.1422378236702
0.915,0,-93,-17.4585513936844
0.915,0,-92,-12.8988199140346
0.915,0,-91,-10.6082344277998
0.915,0,-90,-10.8061872057413
0.915,0,-89,-13.4562633156984
0.915,0,-88,-15.3491516197551
0.915,0,-87,-13.7253852068161
0.915,0,-86,-13.2948196017936
0.915,0,-85,-12.5421995028968
0.915,0,-84,-10.5302469887315
0.915,0,-83,-10.3836376442514
0.915,0,-82,-13.8058952703852
0.915,0,-81,-15.3344657499864
0.915,0,-80,-10.4874191904979
0.915,0,-79,-9.43314079721293
0.915,0,-78,-10.7339927561755
0.915,0,-77,-9.82382724704644
0.915,0,-76,-8.25407680211741
0.915,0,-75,-8.72087396515669
0.915,0,-74,-10.1254425909482
0.915,0,-73,-10.308374860827
0.915,0,-72,-9.16702868328026
0.915,0,-71,-7.23640434576128
0.915,0,-70,-5.70558789312147
0.915,0,-69,-4.75373607854585
0.915,0,-68,-3.91656199471087
0.915,0,-67,-3.9648079560466
0.915,0,-66,-5.40070890762874
0.915,0,-65,-5.46376190871649
0.915,0,-64,-3.25141968506294
0.915,0,-63,-1.84456083301208
0.915,0,-62,-1.14057785718989
0.915,0,-61,-0.308508402113044
0.915,0,-60,0.742367210065846
0.915,0,-59,1.73378576175501
0.915,0,-58,2.22786448293641
0.915,0,-57,2.1308937149312
0.915,0,-56,2.138212079935
0.915,0,-55,2.67544770542875
0.915,0,-54,3.14193978290175
0.915,0,-53,3.25844283814958
0.915,0,-52,3.40396848062745
0.915,0,-51,3.8690813361048
0.915,0,-50,4.45931221927467
0.915,0,-49,4.89902265338594
0.915,0,-48,5.09816743420883
0.915,0,-47,5.10456356551475
0.915,0,-46,5.01062968837204
0.915,0,-45,4.84198159410786
0.915,0,-44,4.55039787242327
0.915,0,-43,4.228322861617
0.915,0,-42,4.13925444945368
0.915,0,-41,4.30385735624946
0.915,0,-40,4.41163826342747
0.915,0,-39,4.33156669651763
0.915,0,-38,4.25648309108704
0.915,0,-37,4.35956085844865
0.915,0,-36,4.64037502289908
0.915,0,-35,5.21894903297227
0.915,0,-34,6.269130350402
0.915,0,-33,7.50218072348859
0.915,0,-32,8.42409931175607
0.915,0,-31,8.89367038804055
0.915,0,-30,9.1710773004384
0.915,0,-29,9.55559009012189
0.915,0,-28,9.96713257665523
0.915,0,-27,10.1069323243971
0.915,0,-26,9.88524597919809
0.915,0,-25,9.59156720289652
0.915,0,-24,9.64940415287929
0.915,0,-23,10.007944684904
0.915,0,-22,10.203953544789
0.915,0,-21,9.94122067173425
0.915,0,-20,9.23435755026865
0.915,0,-19,8.27839053612454
0.915,0,-18,7.27925955379703
0.915,0,-17,6.36948940801535
0.915,0,-16,5.67027310407915
0.915,0,-15,5.31608447795866
0.915,0,-14,5.36553963000181
0.915,0,-13,5.71505511728931
0.915,0,-12,6.08818414390396
0.915,0,-11,6.20781492309316
0.915,0,-10,6.03698243352552
0.915,0,-9,5.87179842302918
0.915,0,-8,6.08225241487647
0.915,0,-7,6.59443703005642
0.915,0,-6,6.96358134526931
0.915,0,-5,6.86503689552108
0.915,0,-4,6.28448150034551
0.915,0,-3,5.54293405536629
0.915,0,-2,5.13157031145549
0.915,0,-1,5.15176156335322
0.915,0,0,5.20767260728887
0.915,0,1,5.00516981501549
0.915,0,2,4.64686424509083
0.915,0,3,4.5067406818667
0.915,0,4,4.82378722315517
0.915,0,5,5.44743109055673
0.915,0,6,6.08451994056957
0.915,0,7,6.52142951352153
0.915,0,8,6.6301526063394
0.915,0,9,6.35434151745585
0.915,0,10,5.72982562301316
0.915,0,11,4.91097418256052
0.915,0,12,4.16729712903352
0.915,0,13,3.80617339794376
0.915,0,14,3.98837287922915
0.915,0,15,4.58022739499941
0.915,0,16,5.29864335506503
0.915,0,17,5.95330355477417
0.915,0,18,6.49916954364801
0.915,0,19,6.97261752524357
0.915,0,20,7.43725367175573
0.915,0,21,7.96697073041442
0.915,0,22,8.61165757254118
0.915,0,23,9.32579249847853
0.915,0,24,9.96658965655927
0.915,0,25,10.3787125810625
0.915,0,26,10.465595147328
0.915,0,27,10.2404695151199
0.915,0,28,9.86980752287302
0.915,0,29,9.58387578211583
0.915,0,30,9.42140430975054
0.915,0,31,9.19889015073618
0.915,0,32,8.70837520572025
0.915,0,33,7.73693864051022
0.915,0,34,6.1986136797785
0.915,0,35,4.84845266621515
0.915,0,36,4.82264176273862
0.915,0,37,5.06310239297619
0.915,0,38,4.39956902236985
0.915,0,39,3.16342275099651
0.915,0,40,2.36215857846592
0.915,0,41,2.4899814052417
0.915,0,42,3.45652924587397
0.915,0,43,4.31281317551398
0.915,0,44,4.39333650456973
0.915,0,45,4.21427050803132
0.915,0,46,4.33822596773966
0.915,0,47,4.51731505218158
0.915,0,48,4.96955668560163
0.915,0,49,5.68304909166081
0.915,0,50,5.81997839534862
0.915,0,51,5.26848470489706
0.915,0,52,4.81629641811685
0.915,0,53,4.78092444087845
0.915,0,54,4.79624708664549
0.915,0,55,4.5304278506861
0.915,0,56,3.53528350732866
0.915,0,57,1.96941742871729
0.915,0,58,1.23678472210667
0.915,0,59,1.14146531515069
0.915,0,60,0.2457995017444
0.915,0,61,-1.09346407583924
0.915,0,62,-1.75875731149126
0.915,0,63,-1.77899565189662
0.915,0,64,-1.55126201587733
0.915,0,65,-1.8816385932427
0.915,0,66,-3.28679679252947
0.915,0,67,-4.65388171015242
0.915,0,68,-5.06339262121021
0.915,0,69,-6.01670251560513
0.915,0,70,-7.4598779077225
0.915,0,71,-7.65985451296176
0.915,0,72,-7.64083095465576
0.915,0,73,-8.09767188995709
0.915,0,74,-7.98840297598452
0.915,0,75,-7.96028625080153
0.915,0,76,-9.29984153582961
0.915,0,77,-11.9782022192672
0.915,0,78,-13.5796067329334
0.915,0,79,-12.5273899451617
0.915,0,80,-11.1717532180519
0.915,0,81,-10.170153155047
0.915,0,82,-10.0501660299471
0.915,0,83,-11.3819877117618
0.915,0,84,-12.6129950551124
0.915,0,85,-11.2164578412675
0.915,0,86,-9.95359917629005
0.915,0,87,-10.0865947636726
0.915,0,88,-10.8487718664858
0.915,0,89,-11.9469621384919
0.915,0,90,-14.2665631833427
0.915,0,91,-14.6562797801446
0.915,0,92,-11.2749414270926
0.915,0,93,-9.79974600933163
0.915,0,94,-10.8556164128772
0.915,0,95,-13.1226131688107
0.915,0,96,-13.1608213911145
0.915,0,97,-12.3898762693242
0.915,0,98,-12.9813419815271
0.915,0,99,-13.7212885206701
0.915,0,100,-13.6826166920855
0.915,0,101,-14.0313617915665
0.915,0,102,-14.0788260021874
0.915,0,103,-13.3290532393545
0.915,0,104,-13.6298760564594
0.915,0,105,-15.1147086003522
0.915,0,106,-15.013631413818
0.915,0,107,-13.1368982526982
0.915,0,108,-11.643802315379
0.915,0,109,-11.2204095784461
0.915,0,110,-12.4941975198792
0.915,0,111,-15.3169928558143
0.915,0,112,-15.3732612292651
0.915,0,113,-13.7323824391812
0.915,0,114,-13.5803725245583
0.915,0,115,-13.3636935344489
0.915,0,116,-12.4934706228021
0.915,0,117,-11.4574516732326
0.915,0,118,-10.5272004934867
0.915,0,119,-10.7662449852082
0.915,0,120,-12.4959147604045
0.915,0,121,-13.017995143645
0.915,0,122,-11.9130343251773
0.915,0,123,-11.6501774472005
0.915,0,124,-11.1713440476633
0.915,0,125,-10.4722383809416
0.915,0,126,-11.4377399136048
0.915,0,127,-14.051895646911
0.915,0,128,-13.355788194502
0.915,0,129,-11.0980832873364
0.915,0,130,-10.4696924978613
0.915,0,131,-11.4151189441522
0.915,0,132,-13.6868767089797
0.915,0,133,-14.2904005257698
0.915,0,134,-11.9993064267993
0.915,0,135,-11.3609980880269
0.915,0,136,-12.9263258396392
0.915,0,137,-14.1028851753345
0.915,0,138,-12.478133008198
0.915,0,139,-10.9200108667097
0.915,0,140,-10.3094700401004
0.915,0,141,-10.5363785776199
0.915,0,142,-11.649454544759
0.915,0,143,-12.0251919068754
0.915,0,144,-9.77275546568086
0.915,0,145,-8.07392287355271
0.915,0,146,-8.46504465921722
0.915,0,147,-10.4595272423239
0.915,0,148,-10.7509367794392
0.915,0,149,-9.11119828038342
0.915,0,150,-8.79899551884201
0.915,0,151,-9.8269970364587
0.915,0,152,-10.0952965615613
0.915,0,153,-9.5187952941817
0.915,0,154,-10.2949478816454
0.915,0,155,-11.5518654033688
0.915,0,156,-10.2410071029169
0.915,0,157,-8.96553018637522
0.915,0,158,-10.0531382248707
0.915,0,159,-14.7226439577125
0.915,0,160,-16.9435889168372
0.915,0,161,-11.7079464123244
0.915,0,162,-10.5648534721788
0.915,0,163,-13.1828185778838
0.915,0,164,-21.2448711895329
0.915,0,165,-20.9624057230753
0.915,0,166,-15.0803375274239
0.915,0,167,-13.4642093465254
0.915,0,168,-13.5008352102125
0.915,0,169,-13.5011587716123
0.915,0,170,-12.7770801262369
0.915,0,171,-12.199546967581
0.915,0,172,-12.6723102116303
0.915,0,173,-14.6787949294789
0.915,0,174,-18.0530995546783
0.915,0,175,-19.128715963646
0.915,0,176,-16.1514158432182
0.915,0,177,-13.7423823430527
0.915,0,178,-12.8913346242934
0.915,0,179,-13.6019515181075
0.915,0,180,-15.4844198540568
