"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal)_1 []"
0.915,0,-104,-22.2359992201675
0.915,0,-103,-22.8862821054201
0.915,0,-102,-26.3648318779907
0.915,0,-101,-23.4197810972939
0.915,0,-100,-19.968635863774
0.915,0,-99,-19.110408734462
0.915,0,-98,-19.1005900187962
0.915,0,-97,-18.7777648217434
0.915,0,-96,-18.8994372408029
0.915,0,-95,-20.117014940481
0.915,0,-94,-20.7567383512828
0.915,0,-93,-19.163216914893
0.915,0,-92,-17.1503760859498
0.915,0,-91,-15.8239580649541
0.915,0,-90,-16.2275941329391
0.915,0,-89,-18.8434846216123
0.915,0,-88,-19.4064850887527
0.915,0,-87,-16.9720343539853
0.915,0,-86,-16.6948172392765
0.915,0,-85,-17.8840951294086
0.915,0,-84,-18.0252917344284
0.915,0,-83,-18.5025698240995
0.915,0,-82,-19.2477223243983
0.915,0,-81,-15.2991103733161
0.915,0,-80,-12.6134130216016
0.915,0,-79,-12.770623696762
0.915,0,-78,-13.3416569764256
0.915,0,-77,-11.908013644617
0.915,0,-76,-11.4247161683063
0.915,0,-75,-12.8382319482764
0.915,0,-74,-14.25973150689
0.915,0,-73,-13.8492668972406
0.915,0,-72,-11.9621618030633
0.915,0,-71,-9.66153103919507
0.915,0,-70,-8.47212366178351
0.915,0,-69,-8.11886851825477
0.915,0,-68,-7.44606320749231
0.915,0,-67,-7.04770502575997
0.915,0,-66,-7.63563105733728
0.915,0,-65,-7.72633803747262
0.915,0,-64,-6.51209691988999
0.915,0,-63,-5.51041581828199
0.915,0,-62,-4.72507907789864
0.915,0,-61,-3.64132261168708
0.915,0,-60,-2.62525190397752
0.915,0,-59,-2.24807628792103
0.915,0,-58,-2.85503720855063
0.915,0,-57,-4.08753972243403
0.915,0,-56,-4.16715904158161
0.915,0,-55,-3.16131496522406
0.915,0,-54,-3.09814765160537
0.915,0,-53,-4.50943628040602
0.915,0,-52,-6.2596612044046
0.915,0,-51,-5.9840602845773
0.915,0,-50,-4.65989253218258
0.915,0,-49,-4.17188873895366
0.915,0,-48,-4.93130618358983
0.915,0,-47,-6.75209817199396
0.915,0,-46,-8.47944394585901
0.915,0,-45,-8.57009763355108
0.915,0,-44,-7.9545870649705
0.915,0,-43,-7.5596075911887
0.915,0,-42,-7.31471450677409
0.915,0,-41,-7.29032800908294
0.915,0,-40,-7.8054745516765
0.915,0,-39,-8.69539558888238
0.915,0,-38,-7.99247756546583
0.915,0,-37,-5.18019019999408
0.915,0,-36,-2.68012405443592
0.915,0,-35,-1.16412528311416
0.915,0,-34,-0.332972573620143
0.915,0,-33,0.237613743598143
0.915,0,-32,1.03759896914802
0.915,0,-31,2.45951719825777
0.915,0,-30,4.23177127246717
0.915,0,-29,5.77183517557094
0.915,0,-28,6.87719434468749
0.915,0,-27,7.77218188006335
0.915,0,-26,8.83032734266361
0.915,0,-25,10.138617565675
0.915,0,-24,11.4218734475322
0.915,0,-23,12.4183708997787
0.915,0,-22,13.0752494916473
0.915,0,-21,13.4879446851564
0.915,0,-20,13.7780281073404
0.915,0,-19,14.0107609530784
0.915,0,-18,14.1995549697137
0.915,0,-17,14.3482824928902
0.915,0,-16,14.4524720074062
0.915,0,-15,14.472842196621
0.915,0,-14,14.340008219036
0.915,0,-13,13.9890354871198
0.915,0,-12,13.3833137619987
0.915,0,-11,12.5154441724117
0.915,0,-10,11.3971245115206
0.915,0,-9,10.0448809889645
0.915,0,-8,8.45590947863733
0.915,0,-7,6.56156642981631
0.915,0,-6,4.14543009867065
0.915,0,-5,0.685201445688305
0.915,0,-4,-5.04753809201654
0.915,0,-3,-9.31293085258757
0.915,0,-2,-2.41189481848176
0.915,0,-1,1.74277622010987
0.915,0,0,4.09558804351899
0.915,0,1,5.45677508128346
0.915,0,2,6.21603617617261
0.915,0,3,6.59954904264712
0.915,0,4,6.73522726252156
0.915,0,5,6.67085248051442
0.915,0,6,6.37356501423076
0.915,0,7,5.73158180009639
0.915,0,8,4.60362883927564
0.915,0,9,2.92507870709575
0.915,0,10,0.86513761673987
0.915,0,11,-0.967489548243579
0.915,0,12,-1.62002290441844
0.915,0,13,-0.786145623805069
0.915,0,14,0.797941497324246
0.915,0,15,2.4053334459588
0.915,0,16,3.76812534071979
0.915,0,17,4.85386947682742
0.915,0,18,5.6451932791382
0.915,0,19,6.08733158182013
0.915,0,20,6.1419722834691
0.915,0,21,5.85419480894642
0.915,0,22,5.3820072020105
0.915,0,23,4.94094558315018
0.915,0,24,4.63680156589249
0.915,0,25,4.34508539934367
0.915,0,26,3.85461012247606
0.915,0,27,3.10576369744322
0.915,0,28,2.19061718217116
0.915,0,29,1.11901688793755
0.915,0,30,-0.182681950420848
0.915,0,31,-1.64798741567121
0.915,0,32,-3.479103574453
0.915,0,33,-6.74461971633242
0.915,0,34,-11.2837295544487
0.915,0,35,-8.20207943303258
0.915,0,36,-4.99954215661903
0.915,0,37,-4.4962661134977
0.915,0,38,-5.84532738936332
0.915,0,39,-8.18944277879573
0.915,0,40,-9.88508352596873
0.915,0,41,-7.72028203120828
0.915,0,42,-4.34951244595256
0.915,0,43,-2.45202398462743
0.915,0,44,-2.13812392712902
0.915,0,45,-2.38913350294949
0.915,0,46,-1.85555993126136
0.915,0,47,-0.94195287616723
0.915,0,48,-0.154048610330185
0.915,0,49,0.760805500864836
0.915,0,50,1.58988596298295
0.915,0,51,2.10330504745043
0.915,0,52,2.44380188268787
0.915,0,53,2.68757782090259
0.915,0,54,3.06439407951368
0.915,0,55,3.76307016292018
0.915,0,56,4.29171227452851
0.915,0,57,4.33539955623334
0.915,0,58,4.20159137335173
0.915,0,59,4.12151890608953
0.915,0,60,4.09555216009613
0.915,0,61,4.12802739307399
0.915,0,62,3.84154045575402
0.915,0,63,3.15633072832127
0.915,0,64,3.00258920053287
0.915,0,65,3.34886195988224
0.915,0,66,3.14311568703246
0.915,0,67,2.6460390599465
0.915,0,68,2.55040927737905
0.915,0,69,2.31655541998857
0.915,0,70,1.77068990157757
0.915,0,71,1.50762760661855
0.915,0,72,1.15363634121357
0.915,0,73,0.289393830590791
0.915,0,74,-0.171531757996039
0.915,0,75,0.010517792047142
0.915,0,76,-0.263152572728184
0.915,0,77,-1.09842268796997
0.915,0,78,-1.79071158015387
0.915,0,79,-2.1936502977952
0.915,0,80,-2.45061868655839
0.915,0,81,-2.44088015178824
0.915,0,82,-2.44473246907666
0.915,0,83,-2.84447488383044
0.915,0,84,-3.56608382453686
0.915,0,85,-4.23700985039084
0.915,0,86,-4.41397763633549
0.915,0,87,-4.12285091548193
0.915,0,88,-4.22430595516069
0.915,0,89,-5.38213568750741
0.915,0,90,-6.80587050444031
0.915,0,91,-6.40482772243158
0.915,0,92,-5.34066000154494
0.915,0,93,-5.24102397938006
0.915,0,94,-5.80201031793633
0.915,0,95,-6.34738995881428
0.915,0,96,-7.1955747978262
0.915,0,97,-8.20828942697558
0.915,0,98,-7.4339599208816
0.915,0,99,-6.0037466436327
0.915,0,100,-6.13652953778304
0.915,0,101,-7.82564827774197
0.915,0,102,-8.31416931532789
0.915,0,103,-6.90674521072464
0.915,0,104,-6.68930172504386
0.915,0,105,-7.91376779432195
0.915,0,106,-8.18850488515229
0.915,0,107,-6.89814405562001
0.915,0,108,-6.25159439067289
0.915,0,109,-6.58783031731295
0.915,0,110,-7.36236064425795
0.915,0,111,-8.07360938596181
0.915,0,112,-8.37608143684062
0.915,0,113,-8.47617451599633
0.915,0,114,-8.79194114258441
0.915,0,115,-8.84486652074962
0.915,0,116,-8.2837246918353
0.915,0,117,-8.03527334049149
0.915,0,118,-8.65450297042639
0.915,0,119,-9.53117264841323
0.915,0,120,-9.50497754335619
0.915,0,121,-8.70986769963613
0.915,0,122,-8.46791261916975
0.915,0,123,-9.77334506215932
0.915,0,124,-12.2990125272988
0.915,0,125,-12.1750019229764
0.915,0,126,-10.5242359119686
0.915,0,127,-10.9290580267127
0.915,0,128,-13.7284538210752
0.915,0,129,-17.2118939286986
0.915,0,130,-16.3119164270054
0.915,0,131,-14.3790547720154
0.915,0,132,-14.28721027875
0.915,0,133,-15.9365325667721
0.915,0,134,-17.0021435798034
0.915,0,135,-16.1668757009637
0.915,0,136,-16.4057299044989
0.915,0,137,-18.2084868545846
0.915,0,138,-17.5650972835971
0.915,0,139,-14.6883444032657
0.915,0,140,-13.0531505572972
0.915,0,141,-13.1061853948148
0.915,0,142,-14.9770285934386
0.915,0,143,-18.4216506544295
0.915,0,144,-19.8088623539393
0.915,0,145,-18.6781157490327
0.915,0,146,-19.2488408501468
0.915,0,147,-20.4769676849031
0.915,0,148,-19.5241692766789
0.915,0,149,-18.50998797233
0.915,0,150,-18.3956492027694
0.915,0,151,-18.3339318310007
0.915,0,152,-17.6616330408283
0.915,0,153,-17.1640687357269
0.915,0,154,-18.4168492112444
0.915,0,155,-21.1907227680135
0.915,0,156,-19.1993061063122
0.915,0,157,-16.2400966233675
0.915,0,158,-16.236960788777
0.915,0,159,-18.5549090731505
0.915,0,160,-15.9581522608711
0.915,0,161,-11.7450725322705
0.915,0,162,-10.181134865061
0.915,0,163,-11.0835183058645
0.915,0,164,-14.4698298999941
0.915,0,165,-21.1154742167159
0.915,0,166,-25.2836260206068
0.915,0,167,-20.1516105060944
0.915,0,168,-18.3115892321672
0.915,0,169,-18.8369763314535
0.915,0,170,-20.3658582053106
0.915,0,171,-20.3069758110019
0.915,0,172,-18.8918446420384
0.915,0,173,-18.2512676291877
0.915,0,174,-18.8142131809126
0.915,0,175,-19.7623465383877
0.915,0,176,-19.0403417804133
0.915,0,177,-17.2120260017807
0.915,0,178,-16.4041551450257
0.915,0,179,-17.2068957377761
0.915,0,180,-19.0109738848968
