"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal)_1 []"
0.915,0,-96,-12.2243613886328
0.915,0,-95,-13.1348934734996
0.915,0,-94,-12.839349855949
0.915,0,-93,-12.1066188976408
0.915,0,-92,-11.7799278172368
0.915,0,-91,-11.6730966667847
0.915,0,-90,-11.963870810577
0.915,0,-89,-12.1512619369764
0.915,0,-88,-10.7610901344298
0.915,0,-87,-9.39980477645354
0.915,0,-86,-9.23480552221376
0.915,0,-85,-8.95091891070902
0.915,0,-84,-7.846633536214
0.915,0,-83,-7.39427525110381
0.915,0,-82,-7.38870840350998
0.915,0,-81,-6.14788826488351
0.915,0,-80,-4.73224777934003
0.915,0,-79,-4.32353556686971
0.915,0,-78,-4.05097129688805
0.915,0,-77,-3.21233072327609
0.915,0,-76,-2.49970499334355
0.915,0,-75,-1.97667741787803
0.915,0,-74,-1.4633607501176
0.915,0,-73,-1.18608894903393
0.915,0,-72,-0.762420666486268
0.915,0,-71,0.0673631522414632
0.915,0,-70,0.587338803198478
0.915,0,-69,0.809982284230662
0.915,0,-68,1.37202443048957
0.915,0,-67,1.90390823214978
0.915,0,-66,2.00045490911106
0.915,0,-65,2.00547051949752
0.915,0,-64,2.08651891843032
0.915,0,-63,2.31400722284741
0.915,0,-62,2.8109011179201
0.915,0,-61,3.0299637855996
0.915,0,-60,2.76542768634242
0.915,0,-59,2.83147870610624
0.915,0,-58,3.24391855963618
0.915,0,-57,3.07691906361649
0.915,0,-56,2.45779706941263
0.915,0,-55,2.23619287098139
0.915,0,-54,2.25740629639772
0.915,0,-53,1.89846789747621
0.915,0,-52,1.14835822068436
0.915,0,-51,0.428909855302736
0.915,0,-50,0.128431006016522
0.915,0,-49,-0.0976144168999457
0.915,0,-48,-0.870608497111616
0.915,0,-47,-1.92987358907117
0.915,0,-46,-2.3042736547962
0.915,0,-45,-2.51498219205882
0.915,0,-44,-3.85358402960449
0.915,0,-43,-5.96783203145594
0.915,0,-42,-5.9581171435957
0.915,0,-41,-4.51256366925546
0.915,0,-40,-4.14800659001467
0.915,0,-39,-5.10418571916134
0.915,0,-38,-7.04677955168107
0.915,0,-37,-9.32993869038269
0.915,0,-36,-9.64646717676642
0.915,0,-35,-7.23133583135271
0.915,0,-34,-4.75111108831156
0.915,0,-33,-3.1031568786119
0.915,0,-32,-2.2772877412977
0.915,0,-31,-1.91124680979942
0.915,0,-30,-1.07661099576379
0.915,0,-29,0.578918726998898
0.915,0,-28,2.15401476009043
0.915,0,-27,3.09725857290665
0.915,0,-26,3.59826304756653
0.915,0,-25,4.15919706331635
0.915,0,-24,4.98533614761196
0.915,0,-23,5.8318829663597
0.915,0,-22,6.48355572640447
0.915,0,-21,6.89552273961252
0.915,0,-20,6.98821995907995
0.915,0,-19,6.59197071403806
0.915,0,-18,5.62963225678678
0.915,0,-17,4.36050488073452
0.915,0,-16,3.40160995769736
0.915,0,-15,3.0182977500544
0.915,0,-14,2.76941573802602
0.915,0,-13,2.38888386953363
0.915,0,-12,2.12636483595997
0.915,0,-11,2.24651925427135
0.915,0,-10,2.66286514207232
0.915,0,-9,3.25175727775471
0.915,0,-8,4.02744792085684
0.915,0,-7,4.94147532458343
0.915,0,-6,5.81863237193312
0.915,0,-5,6.48715277761163
0.915,0,-4,6.84614032275149
0.915,0,-3,6.83772993765069
0.915,0,-2,6.40123842296642
0.915,0,-1,5.43623457517838
0.915,0,0,3.75728643943704
0.915,0,1,0.977022586811814
0.915,0,2,-3.97962062415056
0.915,0,3,-15.937279955251
0.915,0,4,-6.59451287506515
0.915,0,5,-0.0900405246220908
0.915,0,6,3.59071965252045
0.915,0,7,6.17290443837261
0.915,0,8,8.16159680832359
0.915,0,9,9.74244927081294
0.915,0,10,10.9990302326769
0.915,0,11,11.9913671029921
0.915,0,12,12.7729500559069
0.915,0,13,13.3792270794322
0.915,0,14,13.8197222854705
0.915,0,15,14.0892694736369
0.915,0,16,14.1864248466739
0.915,0,17,14.1222932076248
0.915,0,18,13.921864857651
0.915,0,19,13.6266469919631
0.915,0,20,13.2887531710874
0.915,0,21,12.9410790683072
0.915,0,22,12.5646151358939
0.915,0,23,12.0940160039046
0.915,0,24,11.4532848749826
0.915,0,25,10.583864734926
0.915,0,26,9.46938637383895
0.915,0,27,8.1752748756954
0.915,0,28,6.85559922632306
0.915,0,29,5.6478059367944
0.915,0,30,4.55052115518983
0.915,0,31,3.45710533352913
0.915,0,32,2.20919348172226
0.915,0,33,0.592427984630408
0.915,0,34,-1.4400200724575
0.915,0,35,-3.04092332930273
0.915,0,36,-2.98224955785074
0.915,0,37,-2.36583858491757
0.915,0,38,-2.60770682914713
0.915,0,39,-4.17073062398556
0.915,0,40,-7.41758650825201
0.915,0,41,-12.2292524963616
0.915,0,42,-10.8205656093878
0.915,0,43,-7.37736339428884
0.915,0,44,-6.87649304438819
0.915,0,45,-8.68727694154744
0.915,0,46,-10.021559631755
0.915,0,47,-8.39766259616761
0.915,0,48,-6.06707002730652
0.915,0,49,-4.2391637494524
0.915,0,50,-3.57569559539744
0.915,0,51,-3.94357300892533
0.915,0,52,-4.03285673306825
0.915,0,53,-3.00394297152242
0.915,0,54,-1.7807921512652
0.915,0,55,-1.22440463277174
0.915,0,56,-1.69011511370175
0.915,0,57,-2.65166070629231
0.915,0,58,-2.60900362005932
0.915,0,59,-1.94215682524757
0.915,0,60,-2.02390990771529
0.915,0,61,-2.90941538386155
0.915,0,62,-3.85924570084974
0.915,0,63,-3.97564075963791
0.915,0,64,-3.46793778589879
0.915,0,65,-3.69624891682848
0.915,0,66,-5.1734020115971
0.915,0,67,-6.39432743360393
0.915,0,68,-6.14108664539922
0.915,0,69,-6.23373069007981
0.915,0,70,-6.9409626496877
0.915,0,71,-7.32118923048816
0.915,0,72,-7.81415696866846
0.915,0,73,-8.84023651129147
0.915,0,74,-9.60490531251862
0.915,0,75,-10.1882930506373
0.915,0,76,-11.4029750310342
0.915,0,77,-12.9511942634414
0.915,0,78,-14.0243623965896
0.915,0,79,-14.4208779313449
0.915,0,80,-14.2170176637569
0.915,0,81,-13.765922441383
0.915,0,82,-13.5346906836774
0.915,0,83,-13.8063500584956
0.915,0,84,-14.5846027696417
0.915,0,85,-14.9984213081311
0.915,0,86,-14.230570075718
0.915,0,87,-13.6174701672306
0.915,0,88,-14.3741878642965
0.915,0,89,-16.2730121836896
0.915,0,90,-17.1138433355536
0.915,0,91,-16.5708005360684
0.915,0,92,-16.7673872474602
0.915,0,93,-16.953627464863
0.915,0,94,-15.9089728942458
0.915,0,95,-15.6051899549081
0.915,0,96,-17.0820847522079
0.915,0,97,-17.905670026683
0.915,0,98,-16.7009540166021
0.915,0,99,-17.0439395116887
0.915,0,100,-19.6556791713763
0.915,0,101,-21.2518882383817
0.915,0,102,-20.4049919454521
0.915,0,103,-21.3631333831243
0.915,0,104,-24.2015041078543
0.915,0,105,-22.2794270459153
0.915,0,106,-19.7669609027116
0.915,0,107,-20.4917112054514
0.915,0,108,-22.0760569570397
0.915,0,109,-19.0797986889586
0.915,0,110,-17.5923918789638
0.915,0,111,-20.3067184372543
0.915,0,112,-19.7604551322933
0.915,0,113,-16.4819963222791
0.915,0,114,-17.7238003079799
0.915,0,115,-19.640017704642
0.915,0,116,-17.2903874032083
0.915,0,117,-15.8695789012521
0.915,0,118,-15.6877624754633
0.915,0,119,-16.303623098651
0.915,0,120,-16.5152834157811
0.915,0,121,-14.8037512537953
0.915,0,122,-13.9622787601463
0.915,0,123,-15.6610426666389
0.915,0,124,-17.5370418347735
0.915,0,125,-14.3813937624766
0.915,0,126,-13.1789810287829
0.915,0,127,-15.8097926558463
0.915,0,128,-19.0208599223579
0.915,0,129,-16.3497451301331
0.915,0,130,-14.7095221618041
0.915,0,131,-15.2932108595506
0.915,0,132,-18.5304014781486
0.915,0,133,-22.5818446511613
0.915,0,134,-19.1325188564104
0.915,0,135,-17.1101166675248
0.915,0,136,-17.505992689657
0.915,0,137,-20.0278131795234
0.915,0,138,-23.3641645925146
0.915,0,139,-20.7001523238124
0.915,0,140,-17.3030332806479
0.915,0,141,-15.3215331373233
0.915,0,142,-14.5762621152742
0.915,0,143,-16.009257640611
0.915,0,144,-19.1801291533653
0.915,0,145,-16.5784676368018
0.915,0,146,-13.8807179910138
0.915,0,147,-14.6353232688701
0.915,0,148,-16.6965903450108
0.915,0,149,-14.8546288979338
0.915,0,150,-13.9185386041935
0.915,0,151,-16.7497856491736
0.915,0,152,-15.8962211282288
0.915,0,153,-11.7386249811176
0.915,0,154,-11.7802423984916
0.915,0,155,-14.4146458599092
0.915,0,156,-11.1053923954623
0.915,0,157,-7.83103012249102
0.915,0,158,-7.71561080287915
0.915,0,159,-10.4237167487609
0.915,0,160,-10.8790672327537
0.915,0,161,-6.8011407233618
0.915,0,162,-4.8304735309109
0.915,0,163,-5.30926431386666
0.915,0,164,-7.73852928218536
0.915,0,165,-9.64093633193613
0.915,0,166,-7.96325105860533
0.915,0,167,-6.11404267048532
0.915,0,168,-5.59871947427299
0.915,0,169,-6.46275068466399
0.915,0,170,-8.77725799708213
0.915,0,171,-12.8269488705962
0.915,0,172,-19.2015841764397
0.915,0,173,-26.2736516566129
0.915,0,174,-24.5425125048832
0.915,0,175,-22.6873196403549
0.915,0,176,-20.8053163612173
0.915,0,177,-18.0668933361696
0.915,0,178,-15.9637309765311
0.915,0,179,-14.8513649693134
0.915,0,180,-14.2384546976851
