"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal)_1 []"
0.915,0,49,0.189558463187949
0.915,0,50,0.150707934737628
0.915,0,51,0.495118384394056
0.915,0,52,1.47234596224929
0.915,0,53,2.12565231512801
0.915,0,54,2.04298385030349
0.915,0,55,1.66106830075957
0.915,0,56,1.49634060124137
0.915,0,57,1.76785107308186
0.915,0,58,2.19001511753493
0.915,0,59,2.04033016052581
0.915,0,60,1.32137318128143
0.915,0,61,1.05786096603676
0.915,0,62,1.22407669210167
0.915,0,63,0.917390347676507
0.915,0,64,0.332801575086253
0.915,0,65,-0.146752425150254
0.915,0,66,-0.673060543064763
0.915,0,67,-0.804511084049565
0.915,0,68,-0.608236674837187
0.915,0,69,-1.0449461148715
0.915,0,70,-1.97727659115388
0.915,0,71,-2.46966054621433
0.915,0,72,-2.86125764042839
0.915,0,73,-3.71474523453321
0.915,0,74,-4.40218329760023
0.915,0,75,-4.59024536487494
0.915,0,76,-4.79559580902173
0.915,0,77,-5.116447895901
0.915,0,78,-5.54478398426601
0.915,0,79,-6.14269697338204
0.915,0,80,-6.63971723355889
0.915,0,81,-6.93464216537411
0.915,0,82,-7.36729242010312
0.915,0,83,-8.00688337468217
0.915,0,84,-8.54542821755091
0.915,0,85,-8.97562955444019
0.915,0,86,-9.64972442022141
0.915,0,87,-10.4483318168501
0.915,0,88,-10.647504809116
0.915,0,89,-10.4756493854934
0.915,0,90,-10.8470158884258
0.915,0,91,-11.334824803747
0.915,0,92,-10.92161396106
0.915,0,93,-10.6618239494463
0.915,0,94,-11.5098573436081
0.915,0,95,-12.593215099192
0.915,0,96,-12.9293025522354
0.915,0,97,-13.3100039870294
0.915,0,98,-13.1924383678366
0.915,0,99,-11.9452818043873
0.915,0,100,-11.2884933841263
0.915,0,101,-11.8920675198504
0.915,0,102,-12.5581737155988
0.915,0,103,-11.7417178899651
0.915,0,104,-10.6306011873458
0.915,0,105,-10.599417221825
0.915,0,106,-11.409780218906
0.915,0,107,-10.9810878581909
0.915,0,108,-9.65841378529869
0.915,0,109,-9.9259804572983
0.915,0,110,-12.1457954655128
0.915,0,111,-12.7499876669653
0.915,0,112,-10.7166765302383
0.915,0,113,-10.5256900412997
0.915,0,114,-11.9385748982398
0.915,0,115,-11.3216473669088
0.915,0,116,-9.79592549025709
0.915,0,117,-9.55805812484478
0.915,0,118,-10.6839249680775
0.915,0,119,-12.612531175041
0.915,0,120,-12.1322116332641
0.915,0,121,-10.042836140275
0.915,0,122,-9.82230847040191
0.915,0,123,-11.5762135401864
0.915,0,124,-12.818031755188
0.915,0,125,-12.0812230444468
0.915,0,126,-12.3220393915878
0.915,0,127,-13.3976113079123
0.915,0,128,-13.0236440315709
0.915,0,129,-13.0508225038102
0.915,0,130,-15.0467220713765
0.915,0,131,-18.4998941912418
0.915,0,132,-19.965111443754
0.915,0,133,-16.7419796003783
0.915,0,134,-14.9074172452192
0.915,0,135,-16.444431672318
0.915,0,136,-22.4999758139871
0.915,0,137,-26.1912256385638
0.915,0,138,-22.2667628917692
0.915,0,139,-22.2961816378063
0.915,0,140,-24.5785742324567
0.915,0,141,-27.1355323564822
0.915,0,142,-23.3123985471028
0.915,0,143,-22.4708414197231
0.915,0,144,-24.5637357715088
0.915,0,145,-19.3451735303261
0.915,0,146,-15.9018240609202
0.915,0,147,-16.4941468394405
0.915,0,148,-18.5293686278116
0.915,0,149,-15.8583240650362
0.915,0,150,-14.5933983916126
0.915,0,151,-17.2229647986112
0.915,0,152,-15.4457601525555
0.915,0,153,-11.074415942116
0.915,0,154,-10.5652028387251
0.915,0,155,-12.7711670531507
0.915,0,156,-11.9154551927466
0.915,0,157,-9.13469718615723
0.915,0,158,-8.90549637493308
0.915,0,159,-11.411066045956
0.915,0,160,-12.2344352603596
0.915,0,161,-8.42649164344672
0.915,0,162,-6.34798691444795
0.915,0,163,-6.4671922671347
0.915,0,164,-8.05911734057344
0.915,0,165,-9.11786194034855
0.915,0,166,-7.97405178358835
0.915,0,167,-6.57352055531281
0.915,0,168,-6.18439691700884
0.915,0,169,-7.05064388923929
0.915,0,170,-9.34366002413527
0.915,0,171,-13.380536188876
0.915,0,172,-19.3281133869165
0.915,0,173,-23.0538311424631
0.915,0,174,-21.7096449297576
0.915,0,175,-21.347479274048
0.915,0,176,-22.1986088316371
0.915,0,177,-22.8415875651828
0.915,0,178,-22.1525428542492
0.915,0,179,-20.7242489813563
0.915,0,180,-19.1450358636701
