"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal)_1 []"
0.915,0,95,-13.4633060960129
0.915,0,96,-13.7766867457774
0.915,0,97,-13.8650850526633
0.915,0,98,-14.3355646095014
0.915,0,99,-13.3505076605064
0.915,0,100,-12.1520858282836
0.915,0,101,-12.2807652415097
0.915,0,102,-12.8702367562943
0.915,0,103,-12.1456016835675
0.915,0,104,-11.012934998972
0.915,0,105,-10.9870701028436
0.915,0,106,-11.9803966680756
0.915,0,107,-11.6712080851069
0.915,0,108,-9.9918434683195
0.915,0,109,-9.84389589395043
0.915,0,110,-11.9034216930691
0.915,0,111,-13.2174562169577
0.915,0,112,-11.2430230303608
0.915,0,113,-10.8166822459413
0.915,0,114,-12.3462680886597
0.915,0,115,-11.9869189448239
0.915,0,116,-10.4411468116984
0.915,0,117,-10.2199970166227
0.915,0,118,-11.2354119311268
0.915,0,119,-12.7368482907469
0.915,0,120,-12.2393844115324
0.915,0,121,-10.522392790085
0.915,0,122,-10.5791410930786
0.915,0,123,-12.7497232665933
0.915,0,124,-13.9199204806972
0.915,0,125,-12.3428885700199
0.915,0,126,-12.3948572839144
0.915,0,127,-14.3760185627872
0.915,0,128,-14.7716663983687
0.915,0,129,-14.6929686309705
0.915,0,130,-16.6894701872061
0.915,0,131,-19.7350222421588
0.915,0,132,-20.7906550903829
0.915,0,133,-18.3812473955184
0.915,0,134,-16.7062687376748
0.915,0,135,-18.4133248018166
0.915,0,136,-23.6166525069816
0.915,0,137,-22.4924304499781
0.915,0,138,-20.356166320553
0.915,0,139,-20.9524141743265
0.915,0,140,-23.0550392747667
0.915,0,141,-27.2765856917719
0.915,0,142,-24.0052457376703
0.915,0,143,-22.3205630562818
0.915,0,144,-27.785413262194
0.915,0,145,-23.8846754254685
0.915,0,146,-18.0831050480746
0.915,0,147,-18.5014606036224
0.915,0,148,-21.5578402897117
0.915,0,149,-17.3860006678449
0.915,0,150,-15.5404777317123
0.915,0,151,-17.5514392050308
0.915,0,152,-14.159356837518
0.915,0,153,-10.1402233803217
0.915,0,154,-9.9644463148713
0.915,0,155,-12.2102904651504
0.915,0,156,-10.4634700978287
0.915,0,157,-7.55488638291915
0.915,0,158,-7.37897496738606
0.915,0,159,-9.91585417040998
0.915,0,160,-10.6331630429944
0.915,0,161,-6.83222147785704
0.915,0,162,-4.82027018527663
0.915,0,163,-5.0735647824253
0.915,0,164,-7.06055346964536
0.915,0,165,-8.91757168364792
0.915,0,166,-8.01359226210235
0.915,0,167,-6.49961812238825
0.915,0,168,-6.12230726999801
0.915,0,169,-7.12436731537669
0.915,0,170,-9.64356387110026
0.915,0,171,-14.0894556731642
0.915,0,172,-21.4142529076895
0.915,0,173,-27.5556938885632
0.915,0,174,-24.3532304539329
0.915,0,175,-23.9758071167513
0.915,0,176,-26.2726217946155
0.915,0,177,-28.9478451699777
0.915,0,178,-26.9993719116578
0.915,0,179,-24.1563296300554
0.915,0,180,-22.1038780739762
