"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal)_1 []"
0.915,0,-118,-6.71383811654765
0.915,0,-117,-5.87273819580921
0.915,0,-116,-6.0770120867595
0.915,0,-115,-6.70027875726585
0.915,0,-114,-6.88804848698217
0.915,0,-113,-7.12734309207871
0.915,0,-112,-7.22838110300383
0.915,0,-111,-6.79022114808206
0.915,0,-110,-6.81139417889318
0.915,0,-109,-7.55754464861213
0.915,0,-108,-8.0435521448717
0.915,0,-107,-8.15224790151038
0.915,0,-106,-8.79335339552367
0.915,0,-105,-9.70007682113675
0.915,0,-104,-10.1139832508112
0.915,0,-103,-10.7318165339835
0.915,0,-102,-11.9475303947633
0.915,0,-101,-12.4806587355075
0.915,0,-100,-12.1336684697825
0.915,0,-99,-12.3185564633555
0.915,0,-98,-13.6107067347511
0.915,0,-97,-15.6181946042079
0.915,0,-96,-15.9136653113711
0.915,0,-95,-14.2865205251972
0.915,0,-94,-13.4585365756093
0.915,0,-93,-14.0252057427015
0.915,0,-92,-15.5287238842954
0.915,0,-91,-16.833150934238
0.915,0,-90,-17.7410353958402
0.915,0,-89,-18.2000496066668
0.915,0,-88,-15.3427872859842
0.915,0,-87,-12.4973521004434
0.915,0,-86,-11.7931967741458
0.915,0,-85,-12.2930316842196
0.915,0,-84,-11.8553532921997
0.915,0,-83,-10.7443130968295
0.915,0,-82,-9.88488340197408
0.915,0,-81,-8.71004211795213
0.915,0,-80,-7.52069650521439
0.915,0,-79,-7.01044926619981
0.915,0,-78,-6.94203566201311
0.915,0,-77,-6.94009141586368
0.915,0,-76,-6.73005943809846
0.915,0,-75,-5.54305237495039
0.915,0,-74,-4.14059652053854
0.915,0,-73,-3.56708130180058
0.915,0,-72,-3.07993778302041
0.915,0,-71,-1.94064278137628
0.915,0,-70,-1.20503252431183
0.915,0,-69,-1.23750874846811
0.915,0,-68,-1.1630983335724
0.915,0,-67,-0.723146704533405
0.915,0,-66,-0.276713031529735
0.915,0,-65,0.242179224882261
0.915,0,-64,0.663821845716467
0.915,0,-63,1.06334270881253
0.915,0,-62,1.73716328270762
0.915,0,-61,2.0783587344991
0.915,0,-60,1.64582065719241
0.915,0,-59,1.2645541063441
0.915,0,-58,1.61866185988319
0.915,0,-57,1.90743130858113
0.915,0,-56,1.83297759903921
0.915,0,-55,1.71580898013796
0.915,0,-54,1.53177669483917
0.915,0,-53,1.2902766519475
0.915,0,-52,1.25131388561273
0.915,0,-51,1.36890782839792
0.915,0,-50,1.35788399136082
0.915,0,-49,0.90537519510565
0.915,0,-48,-0.215911016269993
0.915,0,-47,-1.54263754119433
0.915,0,-46,-1.90492846911392
0.915,0,-45,-1.85145758032294
0.915,0,-44,-2.98224733877655
0.915,0,-43,-6.12795827939507
0.915,0,-42,-10.7458432019607
0.915,0,-41,-11.304557380576
0.915,0,-40,-10.4824028645293
0.915,0,-39,-12.839370543319
0.915,0,-38,-16.3371793138839
0.915,0,-37,-9.50968142228421
0.915,0,-36,-5.02637963474819
0.915,0,-35,-3.09969092777375
0.915,0,-34,-2.23906139431162
0.915,0,-33,-0.805068605954903
0.915,0,-32,1.23469411207674
0.915,0,-31,2.87698284495785
0.915,0,-30,4.04057829612108
0.915,0,-29,5.22614444010735
0.915,0,-28,6.62626094016021
0.915,0,-27,7.93982722672198
0.915,0,-26,8.92497475776951
0.915,0,-25,9.62477720889634
0.915,0,-24,10.2053950521533
0.915,0,-23,10.7350519232649
0.915,0,-22,11.1696866530579
0.915,0,-21,11.5122948930795
0.915,0,-20,11.8395440651465
0.915,0,-19,12.1535965251514
0.915,0,-18,12.3321947335107
0.915,0,-17,12.2651415483075
0.915,0,-16,11.9628401071377
0.915,0,-15,11.5238088916744
0.915,0,-14,11.0174434971979
0.915,0,-13,10.4191530868227
0.915,0,-12,9.66877204286774
0.915,0,-11,8.74601032573824
0.915,0,-10,7.66686773161454
0.915,0,-9,6.43641213421752
0.915,0,-8,5.03189238600465
0.915,0,-7,3.42435081974727
0.915,0,-6,1.58827343833175
0.915,0,-5,-0.52187229109321
0.915,0,-4,-2.95608232646513
0.915,0,-3,-5.4189062199256
0.915,0,-2,-6.36996024109381
0.915,0,-1,-5.08084983534384
0.915,0,0,-3.61264265978669
0.915,0,1,-3.07993979979871
0.915,0,2,-3.49625120928007
0.915,0,3,-4.15289432322154
0.915,0,4,-3.62036820893536
0.915,0,5,-1.64665964541065
0.915,0,6,0.609393261131513
0.915,0,7,2.61914428612323
0.915,0,8,4.4319719205942
0.915,0,9,6.14507519528519
0.915,0,10,7.69809340860246
0.915,0,11,8.96465129156912
0.915,0,12,9.89295120048001
0.915,0,13,10.5309172793984
0.915,0,14,10.9686870790098
0.915,0,15,11.2719890014231
0.915,0,16,11.4680525970643
0.915,0,17,11.5828529708542
0.915,0,18,11.6593339066
0.915,0,19,11.7213313622781
0.915,0,20,11.7364301003096
0.915,0,21,11.6324423434173
0.915,0,22,11.3431061884392
0.915,0,23,10.8428891053409
0.915,0,24,10.1643309036752
0.915,0,25,9.38017597907342
0.915,0,26,8.54211343516806
0.915,0,27,7.65581943922049
0.915,0,28,6.72975749576852
0.915,0,29,5.75021325321306
0.915,0,30,4.57438149444937
0.915,0,31,3.02244241770941
0.915,0,32,1.18787696389089
0.915,0,33,-0.509801440567442
0.915,0,34,-2.04743102152007
0.915,0,35,-3.99802083286668
0.915,0,36,-6.46594204732298
0.915,0,37,-8.88883588088485
0.915,0,38,-11.0503743616078
0.915,0,39,-11.9988878868986
0.915,0,40,-10.7556709266646
0.915,0,41,-8.66349163653857
0.915,0,42,-6.38985089550874
0.915,0,43,-4.76249856046101
0.915,0,44,-3.92789358012485
0.915,0,45,-2.67413387361918
0.915,0,46,-0.85685848820575
0.915,0,47,0.403942019479207
0.915,0,48,0.984418129813532
0.915,0,49,1.31418067003129
0.915,0,50,1.56778035996709
0.915,0,51,1.95794404493735
0.915,0,52,2.58308589231559
0.915,0,53,2.95744146815067
0.915,0,54,2.89237968490764
0.915,0,55,2.76763483080497
0.915,0,56,2.74206510778422
0.915,0,57,2.77634505825903
0.915,0,58,2.90230333965946
0.915,0,59,2.75376138853446
0.915,0,60,2.22264744627237
0.915,0,61,1.95861933310231
0.915,0,62,1.94680925563218
0.915,0,63,1.60684734847469
0.915,0,64,1.25170341596811
0.915,0,65,1.04914732952547
0.915,0,66,0.536419302997404
0.915,0,67,0.179478813900806
0.915,0,68,0.321581343886808
0.915,0,69,0.00446786923664334
0.915,0,70,-0.867351115904795
0.915,0,71,-1.36545031907583
0.915,0,72,-1.70529270448918
0.915,0,73,-2.47959473766316
0.915,0,74,-3.04501779852873
0.915,0,75,-3.19451317153134
0.915,0,76,-3.65658158254363
0.915,0,77,-4.29387033926169
0.915,0,78,-4.69536706796827
0.915,0,79,-5.15062274156401
0.915,0,80,-5.60636506544703
0.915,0,81,-5.71724333505168
0.915,0,82,-5.92029732850672
0.915,0,83,-6.62119939168315
0.915,0,84,-7.36468133201788
0.915,0,85,-7.71221734175058
0.915,0,86,-8.14567733259518
0.915,0,87,-8.90881953279985
0.915,0,88,-9.41393955029785
0.915,0,89,-9.57958429758524
0.915,0,90,-10.0941097936449
0.915,0,91,-10.4257065302626
0.915,0,92,-9.61910102308286
0.915,0,93,-9.04724619441125
0.915,0,94,-9.74777213819506
0.915,0,95,-11.0234870215636
0.915,0,96,-11.6549254949676
0.915,0,97,-12.0925076959342
0.915,0,98,-12.046476525258
0.915,0,99,-10.8044473895968
0.915,0,100,-10.061540920622
0.915,0,101,-10.5678736646354
0.915,0,102,-11.0431082686078
0.915,0,103,-10.2569597728331
0.915,0,104,-9.50442295893638
0.915,0,105,-9.71409540828302
0.915,0,106,-10.3486967425955
0.915,0,107,-9.6767187846204
0.915,0,108,-8.26850463058286
0.915,0,109,-8.26552900254495
0.915,0,110,-10.1513395349771
0.915,0,111,-11.3880258611504
0.915,0,112,-9.90299137897645
0.915,0,113,-9.55197054845292
0.915,0,114,-10.6612669281256
0.915,0,115,-10.2987532821643
0.915,0,116,-9.02024694417314
0.915,0,117,-8.73168917656287
0.915,0,118,-9.51765449264243
0.915,0,119,-10.8925405624859
0.915,0,120,-10.8128731180698
0.915,0,121,-9.37335737475903
0.915,0,122,-9.31230856155393
0.915,0,123,-11.047694907529
0.915,0,124,-12.1171299973697
0.915,0,125,-11.2189255573034
0.915,0,126,-11.4577214033363
0.915,0,127,-13.0001215955988
0.915,0,128,-13.3711073699824
0.915,0,129,-13.6682151104653
0.915,0,130,-15.4361375722794
0.915,0,131,-17.1693243323826
0.915,0,132,-17.3482624439504
0.915,0,133,-16.0185177837042
0.915,0,134,-15.0110471301164
0.915,0,135,-16.6377732745692
0.915,0,136,-21.0491714620726
0.915,0,137,-19.9455844393831
0.915,0,138,-17.356719773989
0.915,0,139,-17.0079929482636
0.915,0,140,-18.1172744192052
0.915,0,141,-21.4701969257156
0.915,0,142,-25.2389992490857
0.915,0,143,-24.9155927293527
0.915,0,144,-27.7575830195546
0.915,0,145,-24.428276690208
0.915,0,146,-19.5628799195489
0.915,0,147,-20.1659478614215
0.915,0,148,-22.4987323077198
0.915,0,149,-17.6385213496294
0.915,0,150,-15.7854422378132
0.915,0,151,-17.0750584304456
0.915,0,152,-13.6280427977743
0.915,0,153,-9.99935591754085
0.915,0,154,-9.82906390138438
0.915,0,155,-11.9186851596275
0.915,0,156,-10.7008961678679
0.915,0,157,-8.09618127772778
0.915,0,158,-8.03133672244011
0.915,0,159,-10.7114310378182
0.915,0,160,-11.5439368803625
0.915,0,161,-7.70760339702792
0.915,0,162,-5.75077822682455
0.915,0,163,-6.08702121700528
0.915,0,164,-8.18253213396602
0.915,0,165,-10.2394434084629
0.915,0,166,-9.50784088561826
0.915,0,167,-8.10752791730335
0.915,0,168,-7.90793258771506
0.915,0,169,-9.20013554883039
0.915,0,170,-12.2252696285429
0.915,0,171,-17.7532451361527
0.915,0,172,-27.1852799849233
0.915,0,173,-25.8420316270049
0.915,0,174,-23.5248090362736
0.915,0,175,-24.3823475936449
0.915,0,176,-25.8935137966787
0.915,0,177,-24.972163568603
0.915,0,178,-23.0333222097501
0.915,0,179,-21.6838703838704
0.915,0,180,-20.7968811998109
