"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal)_1 []"
0.915,0,75,-1.35541851098292
0.915,0,76,-1.6542759448808
0.915,0,77,-2.29610938031381
0.915,0,78,-2.787003340406
0.915,0,79,-3.22581720294272
0.915,0,80,-3.62871994043258
0.915,0,81,-3.69339844711485
0.915,0,82,-3.77822408653667
0.915,0,83,-4.36815295309977
0.915,0,84,-5.17447204849926
0.915,0,85,-5.59081672396498
0.915,0,86,-5.77472283232986
0.915,0,87,-6.13206599266442
0.915,0,88,-6.60036038204147
0.915,0,89,-7.12574426919692
0.915,0,90,-7.76820576698357
0.915,0,91,-7.92345859601022
0.915,0,92,-7.23065255541884
0.915,0,93,-6.78550454340766
0.915,0,94,-7.29715105067575
0.915,0,95,-8.39432699203322
0.915,0,96,-9.32013181323902
0.915,0,97,-9.75098920691379
0.915,0,98,-9.21255459451894
0.915,0,99,-8.14811070737272
0.915,0,100,-7.94316019589646
0.915,0,101,-8.80255460553531
0.915,0,102,-9.17290853335099
0.915,0,103,-8.26625215728324
0.915,0,104,-7.75895497006253
0.915,0,105,-8.28409180651415
0.915,0,106,-8.85530155729791
0.915,0,107,-8.07204280361088
0.915,0,108,-6.96336263287326
0.915,0,109,-7.10944731634646
0.915,0,110,-8.69532565105704
0.915,0,111,-9.66951986563166
0.915,0,112,-8.73409082550324
0.915,0,113,-8.62129328501665
0.915,0,114,-9.62345778042924
0.915,0,115,-9.35797647461985
0.915,0,116,-8.20267245077654
0.915,0,117,-7.98281787593488
0.915,0,118,-8.95199423872887
0.915,0,119,-10.3582602956657
0.915,0,120,-10.0088595020974
0.915,0,121,-8.59589139123449
0.915,0,122,-8.56402631993995
0.915,0,123,-10.3358982151103
0.915,0,124,-12.0076243381768
0.915,0,125,-11.2997052248575
0.915,0,126,-10.915238949486
0.915,0,127,-11.8431101270135
0.915,0,128,-12.9617017567535
0.915,0,129,-14.3187083753334
0.915,0,130,-16.3481208352111
0.915,0,131,-17.0446922736544
0.915,0,132,-16.3173855646581
0.915,0,133,-15.5629730960291
0.915,0,134,-15.234696637621
0.915,0,135,-16.6080680464741
0.915,0,136,-19.7530170731003
0.915,0,137,-19.3824651202051
0.915,0,138,-16.8766232314247
0.915,0,139,-15.8516010813186
0.915,0,140,-16.2468250467442
0.915,0,141,-18.5342598462614
0.915,0,142,-21.9203338451566
0.915,0,143,-22.383515945231
0.915,0,144,-23.5190554609451
0.915,0,145,-28.5008626996338
0.915,0,146,-24.73896622913
0.915,0,147,-23.3526724782233
0.915,0,148,-27.0406500576452
0.915,0,149,-23.064799388663
0.915,0,150,-20.2647825784623
0.915,0,151,-21.2267988818989
0.915,0,152,-16.132719791423
0.915,0,153,-11.9955262130891
0.915,0,154,-11.569170269601
0.915,0,155,-13.6768201325505
0.915,0,156,-12.9584129610966
0.915,0,157,-10.226542424213
0.915,0,158,-9.95749310059059
0.915,0,159,-12.4091053362376
0.915,0,160,-12.853827677454
0.915,0,161,-8.91707347709304
0.915,0,162,-6.81073452351798
0.915,0,163,-6.87514668471391
0.915,0,164,-8.59515700671548
0.915,0,165,-10.6576153847666
0.915,0,166,-10.6343005306935
0.915,0,167,-9.45945335060413
0.915,0,168,-9.16137101425583
0.915,0,169,-10.2939461876022
0.915,0,170,-13.150323647341
0.915,0,171,-18.4795687229062
0.915,0,172,-27.9280896729616
0.915,0,173,-26.5611908114638
0.915,0,174,-23.5108009792123
0.915,0,175,-23.2580498795468
0.915,0,176,-23.3427255641285
0.915,0,177,-22.7270415231325
0.915,0,178,-21.928710992184
0.915,0,179,-21.065997410714
0.915,0,180,-19.9366497885667
