"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal)_1 []"
0.915,0,133,-11.9584815099228
0.915,0,134,-12.0756397610848
0.915,0,135,-12.1715758110851
0.915,0,136,-12.2282193939301
0.915,0,137,-12.231182861098
0.915,0,138,-12.1724727351233
0.915,0,139,-12.0520180311887
0.915,0,140,-11.8773270394833
0.915,0,141,-11.6614288681888
0.915,0,142,-11.4199940200023
0.915,0,143,-11.1686740103467
0.915,0,144,-10.9213164786406
0.915,0,145,-10.6892046585605
0.915,0,146,-10.4811427240941
0.915,0,147,-10.3041074299914
0.915,0,148,-10.1642161600172
0.915,0,149,-10.0678262316485
0.915,0,150,-10.022637208723
0.915,0,151,-10.0387174489356
0.915,0,152,-10.1294355451109
0.915,0,153,-10.3123612634024
0.915,0,154,-10.6103152793857
0.915,0,155,-11.0529006612027
0.915,0,156,-11.6790738366832
0.915,0,157,-12.5416871249534
0.915,0,158,-13.7155470871363
0.915,0,159,-15.3108951843431
0.915,0,160,-17.4876987264245
0.915,0,161,-20.3861093295273
0.915,0,162,-23.2229025872917
0.915,0,163,-22.427596488897
0.915,0,164,-19.0291369469334
0.915,0,165,-16.0454862083087
0.915,0,166,-13.8015746103038
0.915,0,167,-12.1424538592959
0.915,0,168,-10.9396490557112
0.915,0,169,-10.1145324002617
0.915,0,170,-9.62326608562072
0.915,0,171,-9.44629377354235
0.915,0,172,-9.58363478884054
0.915,0,173,-10.0547788030321
0.915,0,174,-10.9032436135259
0.915,0,175,-12.2074817335452
0.915,0,176,-14.1000689134761
0.915,0,177,-16.7746595510456
0.915,0,178,-20.1747915411019
0.915,0,179,-21.6507582249022
0.915,0,180,-18.6860663423375
